mir	disease	pmid
mir-101	Liver Neoplasms	24189458
mir-126	Colorectal Carcinoma	24189753
mir-200a	Carcinoma, Nasopharyngeal	24190575
mir-200b	Carcinoma, Nasopharyngeal	24190575
mir-17	Neoplasms [unspecific]	24194900
mir-20a	Neoplasms [unspecific]	24194900
mir-26a	Carcinoma, Hepatocellular	24194905
mir-21	Carcinoma, Nasopharyngeal	24194922
mir-191	Colorectal Carcinoma	24195505
mir-133a	Carcinoma, Esophageal	24196787
mir-21	Liver Cirrhosis	24196965
mir-150	Neoplasms [unspecific]	24203759
mir-200c	Pancreatic Neoplasms	24204560
mir-1207	Diabetic Nephropathy	24204837
mir-200c	Carcinoma, Lung, Non-Small-Cell	24205206
mir-582	Tuberculosis	24205217
mir-29a	Gastric Neoplasms	24209632
mir-124	Carcinoma, Hepatocellular	24211205
mir-449a	Lung Neoplasms	24211326
mir-101	Carcinoma, Hepatocellular	24211739
mir-365	Pancreatic Neoplasms	24216611
mir-34a	Leukemia, Lymphocytic, Chronic, B-Cell	24217154
mir-451	Osteosarcoma	24218283
mir-224	Carcinoma, Hepatocellular	24219032
mir-490	Bladder Neoplasms	24220339
mir-34a	Carcinoma, Thyroid, Papillary	24220341
mir-21	Carcinoma, Esophageal	24221338
mir-335	Neoplasms [unspecific]	24223803
mir-192	Neuroblastoma	24223844
mir-96	Pain	24234845
mir-154	Colorectal Carcinoma	24242044
mir-137	Carcinoma, Lung, Non-Small-Cell	24243432
mir-122	Carcinoma, Hepatocellular	24244539
mir-1	Colorectal Carcinoma	24244701
mir-100	Glioblastoma	24244722
mir-1291	Lymphoma, T-Cell	24246916
mir-25	Lymphoma, T-Cell	24246916
mir-27a	Lymphoma, T-Cell	24246916
mir-511	Lymphoma, T-Cell	24246916
mir-572	Lymphoma, T-Cell	24246916
mir-886	Lymphoma, T-Cell	24246916
mir-218	Carcinoma, Lung, Non-Small-Cell	24247270
mir-526b	Coronary Artery Disease	24247647
mir-449a	Gastric Neoplasms	24248414
mir-124	Carcinoma, Gastric	24257299
mir-140	Osteoarthritis	24257415
mir-134	Adenocarcinoma, Lung	24258346
mir-487b	Adenocarcinoma, Lung	24258346
mir-655	Adenocarcinoma, Lung	24258346
mir-96	Prostate Neoplasms	24260486
mir-320a	Colorectal Carcinoma	24265291
mir-29b-1	Bladder Neoplasms	24265332
mir-29c	Bladder Neoplasms	24265332
mir-181b	Carcinoma, Cervical	24269684
mir-221	Colorectal Carcinoma	24269686
mir-106b	Breast Neoplasms	24270410
mir-203	Glioblastoma	24270883
mir-126	Neoplasms [unspecific]	24274104
mir-21	Carcinoma, Colon	24275137
mir-137	Schizophrenia	24275578
mir-141	Gastric Neoplasms	24276755
mir-326	Lung Fibrosis	24279830
mir-204	Intrahepatic Cholangiocarcinoma	24280681
mir-29a	Colorectal Carcinoma	24281002
mir-7	Carcinoma, Lung, Non-Small-Cell	24281003
mir-143	Gastric Neoplasms	24283360
mir-143	Prostate Neoplasms	24284362
mir-145	Prostate Neoplasms	24284362
mir-221	Carcinoma, Breast	24286315
mir-193a	Rhabdoid Cancer	24287458
mir-124	Carcinoma, Endometrial	24287565
mir-590	Carcinoma, Cervical	24288179
mir-101	Carcinoma, Cervical	24289600
mir-183	Retinoblastoma	24289859
mir-30a	Carcinoma, Hepatocellular	24290372
mir-30b	Colorectal Carcinoma	24293274
mir-495	Carcinoma, Lung, Non-Small-Cell	24293376
mir-577	Squamous Cell Carcinoma, Esophageal	24294352
mir-195	Endometriosis	24294368
mir-192	Crohn Disease	24297055
mir-146a	Carcinoma, Oral	24302991
mir-223	Lymphoma, T-Cell	24304814
mir-29	Tuberculosis	24304957
mir-23a	Glioma	24305689
mir-126	Colorectal Carcinoma	24312276
mir-150	Breast Neoplasms	24312495
mir-301a	Breast Neoplasms	24315818
mir-494	Glioma	24316134
mir-329	Neuroblastoma	24316513
mir-210	Psoriasis	24316592
mir-200b	Prostate Neoplasms	24317363
mir-100	Osteosarcoma	24317814
mir-139	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	24318902
mir-328	Hepatoblastoma	24318997
mir-92b	Glioma	24325785
mir-202	Colorectal Carcinoma	24327274
mir-206	Epithelioid Sarcoma	24327545
mir-381	Epithelioid Sarcoma	24327545
mir-671	Epithelioid Sarcoma	24327545
mir-124	Breast Neoplasms	24330780
mir-133b	Colorectal Carcinoma	24330809
mir-21	Carcinoma, Lung, Non-Small-Cell	24331411
mir-216b	Carcinoma, Nasopharyngeal	24332049
mir-141	Hirschsprung Disease	24334875
mir-675	Melasma	24335901
mir-302b	Carcinoma, Hepatocellular	24337067
mir-142	Lung Neoplasms	24338464
mir-96	Lung Neoplasms	24338464
mir-135b	Colorectal Carcinoma	24343340
mir-181c	Neuroblastoma	24345480
mir-155	Rheumatoid Arthritis	24351865
mir-339	Alzheimer Disease	24352696
mir-183	Osteosarcoma	24352761
mir-125b	Glioblastoma	24356103
mir-145	Squamous Cell Carcinoma, Esophageal	24356567
mir-198	Lung Neoplasms	24357456
mir-129	Carcinoma, Cervical	24358111
mir-96	Breast Neoplasms	24366472
mir-200c	Neoplasms [unspecific]	24368337
mir-218	Glioblastoma Mesenchymal Subtype	24368849
mir-34a	Colorectal Carcinoma	24370784
mir-7	Carcinoma, Hepatocellular	24370822
mir-206	Breast Neoplasms	24373402
mir-107	Gastric Neoplasms	24374340
mir-218	Gastrointestinal Stromal Tumor	24375253
mir-149	Inflammation	24375488
mir-338	Gastric Neoplasms	24375644
mir-92a	Lymphoma	24375836
mir-155	Glioma	24376632
mir-10b	Intervertebral Disc Degeneration	24376640
mir-503	Glioblastoma	24378652
mir-452	Carcinoma, Hepatocellular	24381057
mir-224	Prostate Neoplasms	24382668
mir-216	Neoplasms [unspecific]	24384842
mir-150	Lymphoma, T-Cell, Cutaneous	24385540
mir-31	Colorectal Carcinoma	24386467
mir-27b	Carcinoma, Lung, Non-Small-Cell	24390089
mir-320	Osteosarcoma	24390663
mir-641	Psychotic Disorders	24391914
mir-103	Colorectal Carcinoma	24393525
mir-34a	Glioma	24393844
mir-92a	Neoplasms [unspecific]	24394541
mir-1	Diabetes Mellitus	24394957
mir-125b	Bladder Neoplasms	24396870
mir-301b	Carcinoma, Pancreatic	24398967
mir-429	Colorectal Carcinoma	24402783
mir-542	Carcinoma, Breast	24403060
mir-155	Fungal Keratitis	24403554
mir-182	Glioma	24404152
mir-381	Glioma	24404152
mir-20b	Melanoma	24405508
mir-503	Carcinoma, Hepatocellular	24405610
mir-138	Kidney Neoplasms	24406044
mir-221	Colorectal Carcinoma	24409057
mir-99a	Squamous Cell Carcinoma, Oral	24410957
mir-200b	Biliary Atresia	24412919
mir-199a	Neoplasms [unspecific]	24413338
mir-200a	Adenocarcinoma, Endometrial	24413994
mir-222	Carcinoma, Hepatocellular	24417222
mir-148a	Glioblastoma	24425048
mir-19a	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	24427326
mir-146b	Obesity	24428800
mir-107	Hepatitis C Virus Infection	24429361
mir-449a	Hepatitis C Virus Infection	24429361
mir-9	Glioblastoma	24436148
mir-302b	Squamous Cell Carcinoma, Esophageal	24438167
mir-223	Lymphoma, T-Cell	24438193
mir-205	Squamous Cell Carcinoma, Lung	24438615
mir-106a	Gastric Neoplasms	24440352
mir-375	Colorectal Carcinoma	24440701
mir-490	Lung Neoplasms	24440705
mir-452	Rectal Neoplasms	24440748
mir-320a	Bladder Neoplasms	24443232
mir-126	Mesothelioma	24444362
mir-451	Neoplasms [unspecific]	24445140
mir-182	Carcinoma, Gallbladder	24445397
mir-30a	Gastric Neoplasms	24447545
mir-200b	Breast Neoplasms	24447584
mir-182	Carcinoma, Hepatocellular	24447717
mir-148b	Pancreatic Neoplasms	24448385
mir-152	Pancreatic Neoplasms	24448385
mir-132	Osteosarcoma	24449507
mir-22	Rheumatoid Arthritis	24449575
mir-363	Colorectal Carcinoma	24452072
mir-222	Squamous Cell Carcinoma, Oral	24452416
mir-99a	Carcinoma, Ovarian	24456664
mir-150	Lung Neoplasms	24456795
mir-802	Osteosarcoma	24460254
mir-99a	Pancreatic Neoplasms	24461517
mir-874	Ischemia-Reperfusion Injury	24462679
mir-383	Embryonal Testis Carcinoma	24462707
mir-27a	Carcinoma, Urothelial	24462738
mir-205	Carcinoma, Hepatocellular	24462768
mir-17	Osteosarcoma	24462867
mir-196a	Neoplasms [unspecific]	24463357
mir-497	Carcinoma, Hepatocellular	24464213
mir-133a	Colon Neoplasms	24464560
mir-20a	Prostate Neoplasms	24464651
mir-122	Carcinoma, Hepatocellular	24466275
mir-33a	Osteosarcoma	24468065
mir-130b	Colorectal Carcinoma	24468585
mir-20b	Colorectal Carcinoma	24468585
mir-21	Colorectal Carcinoma	24468585
mir-506	Lung Neoplasms	24469051
mir-193a	Lung Neoplasms	24469061
mir-96	Lung Neoplasms	24469470
mir-224	Inner Ear Inflammation	24470395
mir-146b	Neoplasms [unspecific]	24473196
mir-342	Breast Neoplasms	24475217
mir-200b	Glioma	24477653
mir-34c	Lung Neoplasms	24479666
mir-656	Glioma	24480809
mir-375	Carcinoma, Pancreatic	24481267
mir-216a	Atherosclerosis	24481443
mir-216a	Cardiometabolic Disorders	24481443
mir-1207	Gastric Neoplasms	24481448
mir-1266	Gastric Neoplasms	24481448
mir-378	Carcinoma, Nasopharyngeal	24481647
mir-92a	Leukemia, Promyelocytic, Acute	24481878
mir-15a	Varicocele	24481955
mir-125a	Leukemia, Myeloid, Acute	24484870
mir-195	Carcinoma, Lung, Non-Small-Cell	24486218
mir-503	Carcinoma, Lung, Non-Small-Cell	24486548
mir-197	Lung Neoplasms	24488097
mir-130a	Ovarian Neoplasms	24490491
mir-101	Carcinoma, Bladder	24490857
let-7	Pancreatic Neoplasms	24491408
mir-361	Prostate Neoplasms	24491557
mir-28	Neoplasms [unspecific]	24491803
mir-362	Gastric Neoplasms	24495516
mir-22	Gastric Neoplasms	24495805
mir-193b	Glioma	24496888
mir-34a	Carcinoma, Endometrial	24497324
mir-520c	Lymphoma, Large B-Cell, Diffuse	24497838
mir-222	Carcinoma, Endometrial	24498137
mir-134	Carcinoma, Hepatocellular	24498348
mir-33a	Atherosclerosis	24499083
mir-122	Human Immunodeficiency Virus Infection	24503097
mir-135a	Carcinoma, Cervical	24503442
mir-200a	Ovarian Neoplasms	24503464
mir-196a	Pancreatic Neoplasms	24504166
mir-545	Lung Neoplasms	24505359
mir-202	Multiple Myeloma	24506956
mir-30a	Breast Neoplasms	24508260
mir-145	Ovarian Neoplasms	24510775
mir-200	Carcinoma, Ovarian	24512620
mir-509	Carcinoma, Ovarian	24512620
mir-509-3	Carcinoma, Ovarian	24512620
mir-200c	Pituitary Adenoma	24512727
mir-210	Malignant Peripheral Nerve Sheath Tumor	24512729
mir-127	Glioblastoma	24517116
mir-30c	Breast Neoplasms	24519092
mir-182	Lung Neoplasms	24519909
mir-31	Colorectal Carcinoma	24521875
mir-205	Dermatomyositis	24525843
mir-296	Breast Neoplasms	24527800
mir-15a	Acute Coronary Syndrome	24530761
mir-325	Heart Failure	24531537
mir-150	Carcinoma, Lung, Non-Small-Cell	24532468
mir-210	Ovarian Neoplasms	24549370
mir-503	Carcinoma, Lung, Non-Small-Cell	24550137
mir-146a	Melanoma	24550252
mir-155	Squamous Cell Carcinoma, Esophageal	24551280
mir-372	Carcinoma, Hepatocellular	24552534
mir-1258	Kaposi Sarcoma	24554664
mir-27a	Osteosarcoma	24556602
mir-4782	Carcinoma, Lung, Non-Small-Cell	24556800
mir-489	Cardiomegaly	24557880
mir-142	Carcinoma, Lung, Non-Small-Cell	24558198
mir-184	Carcinoma, Hepatocellular	24558429
mir-518a	Colorectal Carcinoma	24559209
mir-126	Parkinson Disease	24559646
mir-100	Lung Neoplasms	24559685
mir-146a	Rheumatoid Arthritis	24562503
mir-155	Rheumatoid Arthritis	24562503
mir-26b	Carcinoma, Hepatocellular	24565101
mir-138	Squamous Cell Carcinoma, Head and Neck	24565984
mir-100	Chondrosarcoma	24568519
mir-195	Diabetic Retinopathy	24570140
mir-425	Gastric Neoplasms	24571667
mir-24	Osteoarthritis	24572376
mir-1236	Carcinoma, Ovarian, Serous	24573236
mir-592	Ischemic Diseases [unspecific]	24573298
mir-10b	Bladder Neoplasms	24573354
mir-22	Medulloblastoma	24576181
mir-205	Carcinoma, Hepatocellular	24576478
mir-29c	Breast Neoplasms	24577056
mir-210	Nervous System Diseases [unspecific]	24577088
mir-21	Osteoarthritis	24577233
mir-138	Carcinoma, Lung, Non-Small-Cell	24582749
mir-155	Colitis, Ulcerative	24583476
mir-431	Glioblastoma	24584142
mir-431	Medulloblastoma	24584142
mir-23a	Myelodysplastic Syndromes	24584347
mir-1247	Pancreatic Neoplasms	24588767
mir-520a	Squamous Cell Carcinoma, Esophageal	24589589
mir-101	Alzheimer Disease	24592211
mir-30b	Colorectal Carcinoma	24593661
mir-21	Coronary Atherosclerosis	24594117
mir-221	Glioma	24595467
mir-29a	Glioma	24595468
mir-525	Liver Neoplasms	24599008
mir-30	Neoplasms [unspecific]	24599134
mir-126	Neoplasms [unspecific]	24603804
mir-506	Ovarian Neoplasms	24604117
mir-127	Glioblastoma	24604520
mir-130a	Carcinoma, Lung, Non-Small-Cell	24606471
mir-135a	Carcinoma, Ovarian	24607788
mir-221	Carcinoma, Prostate	24607843
mir-506	Carcinoma, Cervical	24608427
mir-149	Breast Neoplasms	24608434
mir-22	Osteosarcoma	24609901
mir-21	Squamous Cell Carcinoma, Tongue	24609942
let-7g	Allergic Asthma	24610935
mir-494	Carcinoma, Gastric	24612089
let-7	Squamous Cell Carcinoma, Esophageal	24612219
mir-23b	Ovarian Neoplasms	24613919
mir-133a	Gastric Neoplasms	24613927
mir-133b	Gastric Neoplasms	24613927
mir-145	Gastric Neoplasms	24613927
mir-200c	Breast Neoplasms	24615544
mir-141	Neoplasms [unspecific]	24616104
mir-155	Breast Neoplasms	24616504
mir-143	Gastric Neoplasms	24616567
mir-34a	Chordoma	24621885
mir-608	Chordoma	24621885
mir-132	Lung Neoplasms	24626466
mir-93	Ovarian Neoplasms	24626475
mir-100	Colorectal Carcinoma	24626817
mir-141	Gastric Neoplasms	24628843
mir-135b	Carcinoma, Hepatocellular	24631529
mir-194	Carcinoma, Hepatocellular	24631529
mir-363	Carcinoma, Hepatocellular	24631531
mir-129	Carcinoma, Thyroid	24631532
mir-625	Carcinoma, Hepatocellular	24632613
mir-21	Carcinoma, Hepatocellular	24633222
mir-199a	Chronic Obstructive Pulmonary Disease	24634990
mir-99a	Carcinoma, Breast	24637915
mir-518d	Diabetes Mellitus, Gestational	24639097
mir-145	Colorectal Carcinoma	24642628
mir-125b	Glioblastoma	24643683
mir-504	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	24647829
mir-1303	Gastric Neoplasms	24647998
mir-23a	Neuronal Apoptosis-Related Diseases	24651435
mir-23b	Neuronal Apoptosis-Related Diseases	24651435
mir-27a	Neuronal Apoptosis-Related Diseases	24651435
mir-27b	Neuronal Apoptosis-Related Diseases	24651435
mir-630	Breast Neoplasms	24655723
mir-199a	Gastric Neoplasms	24655788
mir-432	Neuroblastoma	24657437
mir-18a	Glioblastoma	24657544
mir-200c	Colorectal Carcinoma	24658157
mir-9500	Liver Neoplasms	24658401
mir-124	Gastric Neoplasms	24658854
mir-122	Carcinoma, Esophageal	24659424
mir-143	Carcinoma, Esophageal	24659424
mir-21	Gastric Neoplasms	24659669
mir-122	Hepatitis B Virus Infection	24667324
mir-497	Pancreatic Neoplasms	24667580
mir-99a	Carcinoma, Cervical	24668416
mir-99b	Carcinoma, Cervical	24668416
mir-217	Carcinoma, Hepatocellular	24671492
mir-19a	Gastric Neoplasms	24675462
mir-19b	Gastric Neoplasms	24675462
mir-502	Breast Neoplasms	24677135
mir-101	Carcinoma, Ovarian	24677166
mir-620	Adenocarcinoma, Lung	24682381
mir-26a	Carcinoma, Gallbladder	24682444
mir-200c	Carcinoma, Colon	24682933
mir-200a	Breast Neoplasms	24684598
mir-489	Carcinoma, Ovarian	24686007
mir-21	Cholangiocarcinoma	24699315
mir-543	Carcinoma, Endometrial	24699721
mir-202	Carcinoma, Hepatocellular	24704686
mir-15	Neoplasms [unspecific]	24704828
mir-106a	Glioma	24704830
mir-20a	Glioma	24704830
mir-124	Tuberculosis, Pulmonary	24705038
mir-124	Colorectal Carcinoma	24705396
mir-15b	Hepatitis C Virus Infection	24705650
mir-324	Glioma	24706306
mir-199a	Ovarian Neoplasms	24706848
mir-223	Acute Ischemic Stroke	24708646
mir-483	Adenocarcinoma, Lung	24710410
mir-21	Breast Neoplasms	24710931
mir-200c	Breast Neoplasms	24710933
mir-135a	Acute Pancreatitis	24710937
mir-22	Acute Pancreatitis	24710937
mir-98	Carcinoma, Lung, Non-Small-Cell	24712372
mir-10a	Congenital Heart Diseases	24714979
mir-10b	Congenital Heart Diseases	24714979
mir-146a	Juvenile Rheumatoid Arthritis	24719227
mir-138	Viral Infectious Disease	24721573
mir-608	Anxiety	24722204
mir-608	Hypertension	24722204
mir-17	Carcinoma, Lung, Non-Small-Cell	24722426
mir-143	Melanoma	24722758
let-7g	Carcinoma, Hepatocellular	24724096
mir-942	Hepatitis C Virus Infection	24727952
mir-34a	Cardiomyopathy, Hypertrophic	24728149
mir-141	Gastric Neoplasms	24732377
mir-181b	Ovarian Neoplasms	24735543
mir-3151	Leukemia	24736457
mir-338	Gastric Neoplasms	24736504
mir-221	Breast Neoplasms	24736554
mir-222	Breast Neoplasms	24736554
mir-330	Glioblastoma	24736727
mir-182	Carcinoma, Pancreatic	24736782
mir-96	Carcinoma, Pancreatic	24736782
mir-335	Glioma	24737483
mir-195	Carcinoma, Hepatocellular	24740565
mir-141	Carcinoma, Endometrial	24742567
mir-143	Carcinoma, Endometrial	24742567
mir-145	Carcinoma, Endometrial	24742567
mir-200a	Carcinoma, Endometrial	24742567
mir-205	Carcinoma, Endometrial	24742567
mir-19b	Neoplasms [unspecific]	24742936
mir-375	Breast Neoplasms	24746361
mir-194	Gastric Neoplasms	24748184
mir-22	Osteosarcoma	24752578
mir-519a	Carcinoma, Breast	24752803
mir-200c	Leiomyoma	24755559
mir-17	Lung Neoplasms	24755562
mir-181b	Leukemia, Myeloid, Acute	24756163
mir-219	Medulloblastoma	24756834
mir-1	Chordoma	24760686
mir-125b	Cutaneous Melanoma	24762088
mir-21	Lymphoma, Large B-Cell, Diffuse	24763002
mir-185	Gastric Neoplasms	24763054
mir-224	Prostate Neoplasms	24768995
mir-200b	Lung Neoplasms	24769353
mir-98	Ovarian Neoplasms	24771265
mir-145	Glioma	24777293
mir-221	Glioblastoma	24780067
mir-152	Carcinoma, Lung, Non-Small-Cell	24780186
mir-145	Thyroid Neoplasms	24781864
mir-26b	Carcinoma, Colon	24785257
mir-489	Breast Neoplasms	24786471
mir-150	Leukemia, Lymphocytic, Chronic, B-Cell	24787006
mir-130a	Carcinoma, Cervical	24787017
mir-195	Colorectal Carcinoma	24787958
mir-101	Carcinoma, Hepatocellular, HBV-Related	24788845
mir-376b	Cerebral Ischemia	24789343
mir-145	Osteosarcoma	24789502
mir-155	Colorectal Carcinoma	24793496
mir-31	Carcinoma, Cervical	24793973
mir-17	Gastric Neoplasms	24801601
mir-145	Osteosarcoma	24801908
mir-509	Neoplasms [unspecific]	24802056
mir-214	Osteosarcoma	24802407
mir-129	Carcinoma, Renal Cell	24802708
mir-142	Osteosarcoma	24803022
mir-155	Preeclampsia	24806148
mir-1246	Squamous Cell Carcinoma, Cerevial	24806621
mir-101	Retinoblastoma	24807198
mir-125b	Carcinoma, Hepatocellular	24811246
mir-20a	Ovarian Neoplasms	24813230
mir-152	Atherosclerosis	24813629
mir-218	Prostate Neoplasms	24815849
mir-21	Hypertrophic Scar	24817011
mir-101	Liver Fibrosis	24817606
mir-3607	Prostate Neoplasms	24817628
mir-224	Colorectal Carcinoma	24817781
mir-29	Prostate Neoplasms	24820027
mir-21	Gastric Neoplasms	24821435
mir-126	Bladder Neoplasms	24823697
mir-19b	Osteosarcoma	24824927
mir-331	Carcinoma, Hepatocellular	24825302
mir-384	Neoplasms [unspecific]	24827165
mir-103	Colorectal Carcinoma	24828205
mir-320a	Granulosa Cell Tumor	24828505
mir-383	Granulosa Cell Tumor	24828505
mir-204	Carcinoma, Hepatocellular	24833879
mir-1231	Hepatitis B Virus Infection	24835118
mir-95	Carcinoma, Lung, Non-Small-Cell	24835695
mir-34a	Gastric Neoplasms	24837198
mir-218	Melanoma	24839010
mir-199a	Multiple Myeloma	24839982
mir-638	Lung Neoplasms	24842609
mir-20b	Encephalomyelitis	24842756
mir-145	Neoplasms [unspecific]	24845504
mir-888	Breast Neoplasms	24845571
mir-517a	Lung Neoplasms	24846831
mir-145	Prostate Neoplasms	24846918
mir-125b	Gastric Neoplasms	24846940
mir-145	Vascular Disease [unspecific]	24848371
mir-16	Squamous Cell Carcinoma, Esophageal	24852767
mir-192	Lung Neoplasms	24854555
mir-3928	Osteosarcoma	24854843
mir-30a	Sepsis	24858600
mir-497	Ovarian Neoplasms	24858688
mir-335	Pancreatic Neoplasms	24859837
mir-128	Prostate Neoplasms	24859886
mir-125b	Carcinoma, Hepatocellular	24865963
mir-429	Carcinoma, Lung, Non-Small-Cell	24866238
mir-29c	Carcinoma, Bladder	24870742
mir-133b	Carcinoma, Colon	24870791
mir-195	Carcinoma, Lung, Non-Small-Cell	24874051
mir-1271	Gastric Neoplasms	24875127
mir-124	Hepatic Ischemia-Reperfusion Injury	24875359
mir-155	Breast Neoplasms	24876105
mir-125a	Coronary Atherosclerosis	24877885
mir-155	Coronary Atherosclerosis	24877885
mir-199a	Coronary Atherosclerosis	24877885
mir-199b	Coronary Atherosclerosis	24877885
mir-885	Carcinoma, Colon	24882581
mir-200c	Gastric Neoplasms	24885194
mir-155	Japanese Encephalitis Virus Infection	24885259
mir-638	Colorectal Carcinoma	24885288
mir-130a	Carcinoma, Cervical	24885472
mir-139	Carcinoma, Colon	24885920
mir-29	Choroidal Neovascularization	24886609
mir-21	Diabetic Nephropathy	24887517
mir-21	Carcinoma, Ovarian, Serous	24888238
mir-26b	Carcinoma, Hepatocellular	24890815
mir-195	Carcinoma, Lung, Non-Small-Cell	24891187
mir-221	Prostate Neoplasms	24892674
mir-222	Prostate Neoplasms	24892674
mir-34b	Parkinson Disease	24892887
mir-186	Carcinoma, Lung, Non-Small-Cell	24894676
mir-218	Squamous Cell Carcinoma, Oral	24894864
mir-200	Carcinoma, Hepatocellular	24895326
mir-128	Leukemia, Lymphoblastic, Acute, T-Cell	24895337
mir-30b	Neoplasms [unspecific]	24898602
mir-125b	Glioblastoma	24901050
mir-128	Prostate Neoplasms	24903149
mir-135a	Carcinoma, Gallbladder	24903309
mir-145	Adenocarcinoma, Lung	24903381
mir-155	Atherosclerosis	24905663
mir-22	Breast Neoplasms	24906624
mir-150	Fever	24907421
mir-497	Carcinoma, Cervical	24909281
mir-205	Neoplasms [unspecific]	24911147
mir-185	Carcinoma, Hepatocellular	24911372
mir-122	Acute Ischemic Stroke	24911610
mir-148a	Acute Ischemic Stroke	24911610
mir-19a	Acute Ischemic Stroke	24911610
mir-320d	Acute Ischemic Stroke	24911610
mir-4429	Acute Ischemic Stroke	24911610
mir-487b	Acute Ischemic Stroke	24911610
mir-17	Colorectal Carcinoma	24912422
mir-154	Coronary Artery Disease	24913032
mir-17	Coronary Artery Disease	24913032
mir-199a	Coronary Artery Disease	24913032
mir-339	Coronary Artery Disease	24913032
mir-340	Coronary Artery Disease	24913032
mir-451	Coronary Artery Disease	24913032
mir-454	Coronary Artery Disease	24913032
mir-545	Coronary Artery Disease	24913032
mir-585	Coronary Artery Disease	24913032
mir-624	Coronary Artery Disease	24913032
mir-29b	Colorectal Carcinoma	24913975
mir-382	Neoplasms [unspecific]	24914051
